dataset,method,loss,stability,alpha,beta,loss_abs,stability_abs,loss_se,stability_se,loss_abs_se,stability_abs_se
Carseats,"(2.0, 1.8)",1.085438746713234,0.06522261537432128,2.0,1.8,6.500755371275625,0.16072658025198883,0.06777154565471519,0.017371417664398467,0.405887702800917,0.04280798215931418
Carseats,"(2.0, 2.0)",1.085992134796691,0.06436250035002682,2.0,2.0,6.504069644482498,0.1586070187213018,0.06780946436031543,0.017363672810004255,0.4061148001197192,0.04278889669403214
College,"(0.0, 0.0)",1.0,1.0,0.0,0.0,0.05317366670195686,0.03769748823803437,0.07867340759259714,0.10200304743308868,0.0041833535536359625,0.003845258680852522
College,"(0.0, 0.2)",1.0048540685424832,0.9156568341211377,0.0,0.2,0.05343177532478331,0.03451796273435738,0.07905823727953741,0.094106426887479,0.004203816359146344,0.003547575920714181
College,"(0.0, 0.4)",1.0010354910259416,0.8816768084979083,0.0,0.4,0.053228727556643145,0.03323700111809758,0.08102280088063099,0.09861585633693853,0.0043082794092856895,0.0037175700843454277
College,"(0.0, 0.6)",1.0076841572116486,0.8097540515395809,0.0,0.6,0.0535822615164145,0.030525693833614028,0.08146429838443169,0.08222000940169878,0.0043317554504025335,0.0030994878373516153
College,"(0.0, 0.8)",1.016879346092222,0.7691305538202367,0.0,0.8,0.05407120342521166,0.02899429000615123,0.07960279650747587,0.08705025641895223,0.004232772570032218,0.0032815760174713274
College,"(0.0, 1.0)",1.0131003642057483,0.7454509677791816,0.0,1.0,0.053870261101907575,0.02810162908988704,0.08131013722372382,0.08397606506427376,0.004323558136224666,0.003165686725036869
College,"(0.0, 1.2)",1.0088383094381352,0.7093959684889679,0.0,1.2,0.05364363202222902,0.02674244617822187,0.08105621643725232,0.08130790549769254,0.004310056236956132,0.0030651038111584746
College,"(0.0, 1.4)",1.019041961576476,0.6654751294084393,0.0,1.4,0.054186197620175874,0.025086740863579045,0.08306836657798256,0.077735221200662,0.0044170496378936165,0.0029304225868929555
College,"(0.0, 1.6)",1.010605690918876,0.6122984092957641,0.0,1.6,0.05373761017602115,0.02308211208259422,0.08090897466973038,0.07357384659160598,0.004302226852285313,0.002773549216514012
College,"(0.0, 1.8)",1.0017802556493638,0.5750511084639512,0.0,1.8,0.05326832942250041,0.02167798239758843,0.08035055868391902,0.07101912361167631,0.004272533826774736,0.0026772425770266776
College,"(0.0, 2.0)",1.0120188950565283,0.5539222773113088,0.0,2.0,0.053812755421818494,0.02088147853372828,0.08476929953469123,0.07039133403040562,0.004507494480016019,0.002653576486670764
College,"(0.2, 0.0)",1.0137695290168072,0.7375627943822167,0.2,0.0,0.05390584304853949,0.02780426476603538,0.0828946627605723,0.08381334192870109,0.004407813169001787,0.003159552471547562
College,"(0.2, 0.2)",1.0107014581515956,0.691782779211029,0.2,0.2,0.05374270247093475,0.026078473182582496,0.08322999913889752,0.07988407093256097,0.004425644233815894,0.003011428824386521
College,"(0.2, 0.4)",1.0235431153260648,0.6733434590099959,0.2,0.4,0.054425540469430767,0.0253833571261867,0.08465816565443439,0.07877323168703607,0.004501585084107946,0.0029695529749939986
College,"(0.2, 0.6)",1.0069669093924438,0.5975162265242675,0.2,0.6,0.0535441228199334,0.022524860921433257,0.08505203003862966,0.07302600419360632,0.0045225282975989165,0.002752896934159123
College,"(0.2, 0.8)",1.004510235325965,0.5715736924119671,0.2,0.8,0.053413492451927114,0.021546892546870006,0.08429768608749985,0.0736238324262317,0.004482417063762904,0.002775433556926883
College,"(0.2, 1.0)",1.0106749505440684,0.5108826476169148,0.2,1.0,0.05374129296424703,0.019258992599554506,0.0863796789107418,0.06853809948747437,0.004593124256221837,0.002583714199286295
College,"(0.2, 1.2)",1.0221263971312995,0.483079099274442,0.2,1.2,0.054350208368331716,0.018210868662938515,0.08785748704670689,0.06665025600550964,0.0046717047334930845,0.00251254724182968
College,"(0.2, 1.4)",1.0208701607655157,0.45648967832168946,0.2,1.4,0.05428340967451865,0.01720851427931598,0.0872023053620727,0.06509098184990021,0.004636866320965119,0.002453766522688722
College,"(0.2, 1.6)",1.0114112713496763,0.4336205477349226,0.2,1.6,0.05378044584135014,0.016346405498007265,0.08918557757600669,0.060791308803353164,0.004742324176648098,0.0022916796485891217
College,"(0.2, 1.8)",1.0128574518607505,0.4110039965679206,0.2,1.8,0.05385734456183686,0.015493818326404306,0.0884145258082813,0.060311921967041764,0.004701324526941113,0.002273607968965804
College,"(0.2, 2.0)",1.0199054422301816,0.3751208681998651,0.2,2.0,0.0542321120526596,0.014141114516805657,0.08601602362910793,0.05772321765558932,0.004573787371481832,0.0021760203186330764
College,"(0.4, 0.0)",1.0141590981936888,0.5002931693994896,0.4,0.0,0.05392655787010835,0.0188597958690062,0.08533620424178456,0.06495343464402636,0.004537638881962769,0.002448581338513118
College,"(0.4, 0.2)",1.0178471998312733,0.4873266552380325,0.4,0.2,0.05412266775734821,0.01837099085391636,0.08513300860798606,0.0704785363000327,0.004526834225055875,0.002656863793204361
College,"(0.4, 0.4)",1.0162222403342345,0.45755084653787037,0.4,0.4,0.05403626270264849,0.01724851765566404,0.08970196115574877,0.0632784507840522,0.004769782185007667,0.002385438654152845
College,"(0.4, 0.6)",1.015019579085373,0.4279257083296327,0.4,0.6,0.05397231279424617,0.016131724356508857,0.08890416949336304,0.06011494005879042,0.004727360677054367,0.002266182245796393
College,"(0.4, 0.8)",1.0114681845383042,0.40081461334570073,0.4,0.8,0.05378347212427319,0.015109704172231847,0.08547080419378432,0.060211364061123616,0.004544796054948504,0.002269817188490213
College,"(0.4, 1.0)",1.0162607778319712,0.38040340850450494,0.4,1.0,0.05403831188270867,0.014340253017806759,0.08714697365377136,0.056257851423676675,0.004633924131149853,0.002120779692341137
College,"(0.4, 1.2)",1.01372825683131,0.3424052492089636,0.4,1.2,0.0539036484551038,0.012907817854696134,0.08083134438453106,0.05424004192053036,0.004298098965374147,0.002044713342329685
College,"(0.4, 1.4)",1.0184935527631704,0.3210796057012138,0.4,1.4,0.05415703671272074,0.01210389465939422,0.08306444863030576,0.052234656035410554,0.004416841306249696,0.0019691153315126602
College,"(0.4, 1.6)",1.0207361905775612,0.31447404113189986,0.4,1.6,0.05427628598839635,0.011854881466736931,0.08263210946054043,0.05281599051471222,0.0043938522473343945,0.0019910301812084983
